"Run Fondo";"nom_fondo";"fecha";"nemotecnico_instrumento";"nombre_emisor";"codigo_pais_emisor";"tipo_instrumentos";"fecha_vencimiento";"situacion_instrumento";"clasificacion_riesgo";"nombre_grupo_empresarial";"cantidad_unidades";"tipo_unidades";"valor_tipo_instrumento";"codigo_valorizacion";"base_tasa";"tipo_interes";"valorizacion_al_cierre";"codigo_moneda_liquidacion";"codigo_pais_transaccion";"porcentaje_capital_emisor";"porcentaje_total_activos_emisor";"porcentaje_total_activos_fondo"
"8098";LATAM EQUITY;2023-01-31;SBSP3 BZ EQUITY;Cia de Saneamento Basico do Es;BR;ACE;;"1";NA;NA;55000.00;BRL;8795.97;"3";0;NA;483778;BRL;BR;0.000;0.013;1.783
"8098";LATAM EQUITY;2023-01-31;SCCO UN EQUITY;Southern Copper Corp;US;ACE;;"1";NA;NA;4020.00;PROM;60489.90;"3";0;NA;243169;PROM;US;0.000;0.005;0.896
"8098";LATAM EQUITY;2023-01-31;SIMH3 BZ EQUITY;SIMPAR S/A;BR;ACE;;"1";NA;NA;205500.00;BRL;1227.90;"3";0;NA;252333;BRL;BR;0.000;0.252;0.930
"8098";LATAM EQUITY;2023-01-31;STBP3 BZ Equity;SANTOS BRASIL PARTICIPACOES;BR;ACE;;"1";NA;NA;194500.00;BRL;1392.25;"3";0;NA;270793;BRL;BR;0.000;0.000;0.998
"8098";LATAM EQUITY;2023-01-31;TERRA13 MM EQUITY;PLA Administradora Industrial;MX;ACE;;"1";NA;NA;164400.00;MXN;1367.25;"3";0;NA;224776;PROM;MX;0.000;0.225;0.829
"8098";LATAM EQUITY;2023-01-31;TOTS3 BZ EQUITY;TOTVS SA;BR;ACE;;"1";NA;NA;34300.00;BRL;4751.97;"3";0;NA;162993;BRL;BR;0.000;0.002;0.601
"8098";LATAM EQUITY;2023-01-31;TRAXIONA MM Equity;GRUPO TRAXION SAB DE CV;MX;ACE;;"1";NA;NA;141200.00;MXN;1485.71;"3";0;NA;209782;PROM;MX;0.000;0.000;0.773
"8098";LATAM EQUITY;2023-01-31;VALE3 BS EQUITY;Vale SA;BR;ACE;;"1";NA;NA;232620.00;BRL;14935.45;"3";0;NA;3474284;BRL;BR;0.000;0.011;12.806
"8098";LATAM EQUITY;2023-01-31;VAMO3 BZ EQUITY;VAMOS LOCACAO DE CAMINHOES MAQ;BR;ACE;;"1";NA;NA;292300.00;BRL;2310.40;"3";0;NA;675330;BRL;BR;0.000;0.675;2.489
"8098";LATAM EQUITY;2023-01-31;VESTA* MM EQUITY;Corp Inmobiliaria Vesta SAB de;MX;ACE;;"1";NA;NA;36000.00;MXN;2199.91;"3";0;NA;79197;PROM;MX;0.000;0.079;0.292
"8098";LATAM EQUITY;2023-01-31;VIIA3 BZ EQUITY;VIA VAREJO S.A.;BR;ACE;;"1";NA;NA;1400.00;BRL;379.27;"3";0;NA;531;BRL;BR;0.000;0.000;0.002
"8098";LATAM EQUITY;2023-01-31;PSSA3 BZ EQUITY;PORTO SEGURO SA;BR;ACE;;"1";NA;NA;55300.00;BRL;4092.99;"3";0;NA;226342;BRL;BR;0.000;0.003;0.834
"8098";LATAM EQUITY;2023-01-31;RA MM EQUITY;Regional SAB de CV;MX;ACE;;"1";NA;NA;33300.00;MXN;6948.27;"3";0;NA;231377;PROM;MX;0.000;0.021;0.853
"8098";LATAM EQUITY;2023-01-31;RENT1 BZ EQUITY;LOCALIZA RENT A CAR SA-RIGHT;BR;ACE;;"1";NA;NA;0.44;BRL;2765.53;"3";0;NA;1;BRL;BR;0.000;0.000;0.000
"8098";LATAM EQUITY;2023-01-31;RENT3 BZ EQUITY;LOCALIZA RENT A CAR SA;BR;ACE;;"1";NA;NA;100.00;BRL;9356.98;"3";0;NA;936;BRL;BR;0.000;0.000;0.003
"8098";LATAM EQUITY;2023-01-31;VOLARA MM EQUITY;Controladora Vuela Cia de Avia;BR;ACE;;"1";NA;NA;191000.00;MXN;898.95;"3";0;NA;171699;PROM;BR;0.000;0.172;0.633
"8098";LATAM EQUITY;2023-01-31;WALMEX* MM EQUITY;Wal - Mart de Mexico S.A. de C;MX;ACE;;"1";NA;NA;254163.00;MXN;3154.46;"3";0;NA;801747;PROM;MX;0.000;0.012;2.955
"8098";LATAM EQUITY;2023-01-31;WEGE3 BZ EQUITY;Weg S.A.;BR;ACE;;"1";NA;NA;85900.00;BRL;6043.08;"3";0;NA;519101;BRL;BR;0.000;0.519;1.913
"8098";LATAM EQUITY;2023-01-31;AMXL MM EQUITY;AMERICA MOVIL S.A.B. DE C.V.;MX;ACE;;"1";NA;NA;1094080.00;MXN;841.64;"3";0;NA;920821;PROM;MX;0.000;0.010;3.394
"8098";LATAM EQUITY;2023-01-31;ARZZ3 BZ EQUITY;Arezzo industria e Comercio S.;BR;ACE;;"1";NA;NA;16800.00;BRL;13843.46;"3";0;NA;232570;BRL;BR;0.000;0.000;0.857
"8098";LATAM EQUITY;2023-01-31;ASAI3 BZ EQUITY;SENDAS DISTRIBUIDORA SA;BR;ACE;;"1";NA;NA;46200.00;BRL;3105.30;"3";0;NA;143465;BRL;BR;0.000;0.000;0.529
"8098";LATAM EQUITY;2023-01-31;ASURB MM EQUITY;Grupo Aeroportuario del Surest;MX;ACE;;"1";NA;NA;12500.00;MXN;21872.93;"3";0;NA;273412;PROM;MX;0.000;0.273;1.008
"8098";LATAM EQUITY;2023-01-31;B3SA3 BZ EQUITY;Brasil Bolsa Balcao;BR;ACE;;"1";NA;NA;280900.00;BRL;2048.07;"3";0;NA;575303;BRL;BR;0.000;0.012;2.121
"8098";LATAM EQUITY;2023-01-31;BBAS3 BS EQUITY;Banco do Brasil S.A.;BR;ACE;;"1";NA;NA;104300.00;BRL;6431.84;"3";0;NA;670841;BRL;BR;0.000;0.004;2.473
"8098";LATAM EQUITY;2023-01-31;BBD US EQUITY;Banco Bradesco S.A.;BR;ADR;;"1";NA;NA;186520.00;PROM;2243.94;"3";0;NA;418540;PROM;BR;0.000;0.002;1.543
"8098";LATAM EQUITY;2023-01-31;BBDC3 BZ EQUITY;Banco Bradesco S.A.;BR;ACE;;"1";NA;NA;22531.00;BRL;1994.34;"3";0;NA;44934;BRL;BR;0.000;0.000;0.166
"8098";LATAM EQUITY;2023-01-31;BBDC4 BZ EQUITY;Banco Bradesco S.A.;BR;ACE;;"1";NA;NA;22.00;BRL;2215.59;"3";0;NA;49;BRL;BR;0.000;0.000;0.000
"8098";LATAM EQUITY;2023-01-31;BCOLO CX EQUITY;Bancolombia SA;CO;ACE;;"1";NA;NA;12759.00;COP;7239.08;"3";0;NA;92363;PROM;CO;0.000;0.002;0.340
"8098";LATAM EQUITY;2023-01-31;BIMBOA MM EQUITY;Grupo Bimbo SAB de CV;MX;ACE;;"1";NA;NA;41800.00;MXN;4020.91;"3";0;NA;168074;PROM;MX;0.000;0.005;0.620
"8098";LATAM EQUITY;2023-01-31;BPAC11 BZ EQUITY;Banco BTG Pactual SA;BR;ACE;;"1";NA;NA;135372.00;BRL;3416.62;"3";0;NA;462515;BRL;BR;0.000;0.013;1.705
"8098";LATAM EQUITY;2023-01-31;BRPR3 BZ EQUITY;BR Properties SA;BR;ACE;;"1";NA;NA;81300.00;BRL;959.24;"3";0;NA;77986;BRL;BR;0.000;0.001;0.287
"8098";LATAM EQUITY;2023-01-31;BVN UN EQUITY;Cia de Minas Buenaventura SA;US;ADR;;"1";NA;NA;9060.00;PROM;6506.63;"3";0;NA;58950;PROM;US;0.000;0.003;0.217
"8098";LATAM EQUITY;2023-01-31;CBAV3 BZ EQUITY;COMPANHIA BRASILEIRA DE ALUM;BR;ACE;;"1";NA;NA;102700.00;BRL;2006.99;"3";0;NA;206118;BRL;BR;0.000;0.000;0.760
"8098";LATAM EQUITY;2023-01-31;CEMEXCPO MM EQUITY;Cemex SAB de CV;MX;ACE;;"1";NA;NA;466411.00;MXN;429.38;"3";0;NA;200268;PROM;MX;0.000;0.002;0.738
"8098";LATAM EQUITY;2023-01-31;CMIG4 BS EQUITY;Cia. Energetica de Minas Gerai;BR;ACE;;"1";NA;NA;23511.00;BRL;1811.03;"3";0;NA;42579;BRL;BR;0.000;0.000;0.157
"8098";LATAM EQUITY;2023-01-31;CPFE3 BZ EQUITY;CPFL Energia S.A;BR;ACE;;"1";NA;NA;84400.00;BRL;5259.25;"3";0;NA;443881;BRL;BR;0.000;0.019;1.636
"8098";LATAM EQUITY;2023-01-31;CSNA3 BZ EQUITY;CIA SIDERURGICA NACIONAL SA;BR;ACE;;"1";NA;NA;28700.00;BRL;2923.56;"3";0;NA;83906;BRL;BR;0.000;0.084;0.309
"8098";LATAM EQUITY;2023-01-31;CURY3 BZ EQUITY;CURY CONSTRUCTORA E INCORPORA;BR;ACE;;"1";NA;NA;142700.00;BRL;2130.25;"3";0;NA;303987;BRL;BR;0.000;0.000;1.120
"8098";LATAM EQUITY;2023-01-31;DIRR3 BZ EQUITY;Direcional Engenharia SA;BR;ACE;;"1";NA;NA;112700.00;BRL;2523.75;"3";0;NA;284427;BRL;BR;0.000;0.000;1.048
"8098";LATAM EQUITY;2023-01-31;ECOPETL CX EQUITY;Ecopetrol SA;CO;ACE;;"1";NA;NA;236096.00;COP;460.14;"3";0;NA;108637;PROM;CO;0.000;0.001;0.400
"8098";LATAM EQUITY;2023-01-31;ENGI11 BZ EQUITY;ENERGISA SA-UNITS;BR;ACE;;"1";NA;NA;42400.00;BRL;6676.78;"3";0;NA;283095;BRL;BR;0.000;0.000;1.043
"8098";LATAM EQUITY;2023-01-31;EZTC3 BZ EQUITY;Ez Tec Empreendimentos e Parti;BR;ACE;;"1";NA;NA;500.00;BRL;2315.15;"3";0;NA;1158;BRL;BR;0.000;0.000;0.004
"8098";LATAM EQUITY;2023-01-31;FEMSAUBD MM EQUITY;Fomento Economico Mexicano S.A;MX;ACE;;"1";NA;NA;130436.00;MXN;7053.91;"3";0;NA;920084;PROM;MX;0.000;0.007;3.391
"8098";LATAM EQUITY;2023-01-31;FIBRAMQ MM EQUITY;FIBRA MACQUIARIE MEXICO;MX;ACE;;"1";NA;NA;67800.00;MXN;1361.26;"3";0;NA;92293;PROM;MX;0.000;0.000;0.340
"8098";LATAM EQUITY;2023-01-31;FIBRAPL MM EQUITY;Prologis Property Mexico SA de;MX;ACE;;"1";NA;NA;21000.00;MXN;2619.02;"3";0;NA;54999;PROM;MX;0.000;0.055;0.203
"8098";LATAM EQUITY;2023-01-31;FUNO11 MM EQUITY;Fibra Uno Administracion SA de;MX;ACE;;"1";NA;NA;465926.00;MXN;1090.55;"3";0;NA;508116;PROM;MX;0.000;0.008;1.873
"8098";LATAM EQUITY;2023-01-31;GAPB MM EQUITY;GRUPO AEROPORTUARIO DEL PACIFI;MX;ACE;;"1";NA;NA;20100.00;MXN;13902.96;"3";0;NA;279449;PROM;MX;0.000;0.033;1.030
"8098";LATAM EQUITY;2023-01-31;GENTERA* MM EQUITY;Gentera SAB de CV;MX;ACE;;"1";NA;NA;236200.00;MXN;983.63;"3";0;NA;232333;PROM;MX;0.000;0.232;0.856
"8098";LATAM EQUITY;2023-01-31;GFNORTEO MM EQUITY;Grupo Financiero Banorte SAB d;MX;ACE;;"1";NA;NA;150723.00;MXN;6679.70;"3";0;NA;1006784;PROM;MX;0.000;0.015;3.711
"8098";LATAM EQUITY;2023-01-31;GGBR4 BZ EQUITY;Gerdau S.A.;BR;ACE;;"1";NA;NA;101100.00;BRL;5173.92;"3";0;NA;523083;BRL;BR;0.000;0.011;1.928
"8098";LATAM EQUITY;2023-01-31;GMEXICOB MM EQUITY;GRUPO MEXICO SAB DE CV-SER B;MX;ACE;;"1";NA;NA;88352.00;MXN;3581.27;"3";0;NA;316412;PROM;MX;0.000;0.003;1.166
"8098";LATAM EQUITY;2023-01-31;GRUMAB MM EQUITY;Gruma SAB de CV;MX;ACE;;"1";NA;NA;10400.00;MXN;11713.32;"3";0;NA;121819;PROM;MX;0.000;0.012;0.449
"8098";LATAM EQUITY;2023-01-31;HAPV3 BZ EQUITY;Hapvida Participacoes e Invest;BR;ACE;;"1";NA;NA;381730.00;BRL;813.86;"3";0;NA;310675;BRL;BR;0.000;0.047;1.145
"8098";LATAM EQUITY;2023-01-31;HYPE3 BZ EQUITY;HYPERA SA;BR;ACE;;"1";NA;NA;17900.00;BRL;7332.61;"3";0;NA;131254;BRL;BR;0.000;0.131;0.484
"8098";LATAM EQUITY;2023-01-31;IGTI11 BZ EQUITY;IGUATEMI SA - UNITS;BR;ACE;;"1";NA;NA;150.00;BRL;3095.82;"3";0;NA;464;BRL;BR;0.000;0.000;0.002
"8098";LATAM EQUITY;2023-01-31;ITSA4 BZ EQUITY;Itausa - Investimentos Itau SA;BR;ACE;;"1";NA;NA;226704.00;BRL;1348.00;"3";0;NA;305597;BRL;BR;0.000;0.003;1.126
"8098";LATAM EQUITY;2023-01-31;ITUB US EQUITY;ITAU UNIBANCO HOLDINGS S.A.;BR;ADR;;"1";NA;NA;190336.00;PROM;4005.31;"3";0;NA;762355;PROM;BR;0.000;0.003;2.810
"8098";LATAM EQUITY;2023-01-31;ITUB4 BZ EQUITY;ITAU UNIBANCO HOLDINGS S.A.;BR;ACE;;"1";NA;NA;147590.00;BRL;4002.91;"3";0;NA;590789;BRL;BR;0.000;0.002;2.178
"8098";LATAM EQUITY;2023-01-31;JALL3 BZ EQUITY;JALLES MACHADO SA;BR;ACE;;"1";NA;NA;90700.00;BRL;1171.01;"3";0;NA;106211;BRL;BR;0.000;0.106;0.391
"8098";LATAM EQUITY;2023-01-31;JBSS3 BS EQUITY;JBS SA;BR;ACE;;"1";NA;NA;81000.00;BRL;3173.25;"3";0;NA;257033;BRL;BR;0.000;0.005;0.947
"8098";LATAM EQUITY;2023-01-31;JHSF3 BS EQUITY;JHSF Participacoes SA;BR;ACE;;"1";NA;NA;160120.00;BRL;813.86;"3";0;NA;130315;BRL;BR;0.000;0.130;0.480
"8098";LATAM EQUITY;2023-01-31;KIMBERA MM EQUITY;Kimberly - Clark de Mexico S.A;MX;ACE;;"1";NA;NA;179300.00;MXN;1537.03;"3";0;NA;275589;PROM;MX;0.000;0.125;1.016
"8098";LATAM EQUITY;2023-01-31;ABEV US EQUITY;Cia de Bebidas das Americas;BR;ADR;;"1";NA;NA;61495.00;PROM;2139.38;"3";0;NA;131561;PROM;BR;0.000;0.001;0.485
"8098";LATAM EQUITY;2023-01-31;ABEV3 BZ EQUITY;Ambev SA;BR;ACE;;"1";NA;NA;1700.00;BRL;2158.70;"3";0;NA;3670;BRL;BR;0.000;0.000;0.014
"8098";LATAM EQUITY;2023-01-31;LABB MM EQUITY;Genomma Lab Internacional;MX;ACE;;"1";NA;NA;485300.00;MXN;756.11;"3";0;NA;366940;PROM;MX;0.000;0.367;1.353
"8098";LATAM EQUITY;2023-01-31;LASITEB1 MM EQUITY;SITIOS LATINOAMERICA SAB DE;MX;ACE;;"1";NA;NA;81214.00;MXN;372.50;"3";0;NA;30252;PROM;MX;0.000;0.000;0.112
"8098";LATAM EQUITY;2023-01-31;LREN3 BZ EQUITY;LOJAS RENNER SA;BR;ACE;;"1";NA;NA;70378.00;BRL;3418.20;"3";0;NA;240566;BRL;BR;0.000;0.033;0.887
"8098";LATAM EQUITY;2023-01-31;MOVI3 BZ EQUITY;Movida Participacoes S.A.;BR;ACE;;"1";NA;NA;1065.00;BRL;1193.13;"3";0;NA;1271;BRL;BR;0.000;0.000;0.005
"8098";LATAM EQUITY;2023-01-31;MULT3 BZ EQUITY;Multiplan Empreendimientos Inm;BR;ACE;;"1";NA;NA;58400.00;BRL;3759.54;"3";0;NA;219557;BRL;BR;0.000;0.220;0.809
"8098";LATAM EQUITY;2023-01-31;OMAB MM EQUITY;Grupo Aeroportuario del Centro;MX;ACE;;"1";NA;NA;8800.00;MXN;7343.44;"3";0;NA;64622;PROM;MX;0.000;0.065;0.238
"8098";LATAM EQUITY;2023-01-31;PBR/A US EQUITY;PETROLEO BRASILEIRO S.A.;BR;ADR;;"1";NA;NA;49833.00;PROM;8300.17;"3";0;NA;413622;PROM;BR;0.000;0.001;1.525
"8098";LATAM EQUITY;2023-01-31;PETR4 BZ EQUITY;PETROLEO BRASILEIRO S.A.;BR;ACE;;"1";NA;NA;313300.00;BRL;4119.85;"3";0;NA;1290749;BRL;BR;0.000;0.002;4.758
"8098";LATAM EQUITY;2023-01-31;PFBCOLO CX EQUITY;Bancolombia SA;CO;ACE;;"1";NA;NA;22379.00;COP;6118.48;"3";0;NA;136925;PROM;CO;0.000;0.002;0.505
"8098";LATAM EQUITY;2023-01-31;PRIO3 BZ EQUITY;PETRO RIO SA;BR;ACE;;"1";NA;NA;91800.00;BRL;6653.08;"3";0;NA;610753;BRL;BR;0.000;0.000;2.251
"8160";LATINOAMÉRICA;2023-01-31;ILF US;ISHARES S&P LATIN AM ISHARES S;US;ETFA;;"1";NA;NA;5303.00;PROM;20493.05;"3";0;NA;108675;PROM;US;0.000;11.774;0.994
"8160";LATINOAMÉRICA;2023-01-31;SANSMCI LX;SANTANDER-SICAV SANT SANTANDER;LU;CFME;;"1";NA;NA;12846.79;PROM;800780.18;"3";0;NA;10287455;PROM;LU;48.790;42.213;94.076
"8206";ACC. LATINOAMERICANA;2023-01-31;ARCE US;ARCO PLATFORM LTD - CLASS A;US;ACE;;"1";A;ARCO PLATFORM LTD - CLASS A;1100.00;CA;10648.67;"3";0;NA;11714;PROM;US;0.000;0.000;0.321
"8206";ACC. LATINOAMERICANA;2023-01-31;ARZZ3 BZ;AREZZO INDUSTRIAL E COMERCIO;BR;ACE;;"1";NA;AREZZO INDUSTRIAL E COMERCIO;1800.00;CA;13843.46;"3";0;NA;24918;BRL;CL;0.000;0.000;0.682
"8206";ACC. LATINOAMERICANA;2023-01-31;ASAI3 BZ;SENDAS DISTRIBUIDORA SA;BR;ACE;;"1";D;SENDAS DISTRIBUIDORA SA;23005.00;CA;3105.30;"3";0;NA;71437;BRL;CL;0.000;0.000;1.955
"8206";ACC. LATINOAMERICANA;2023-01-31;B3SA3 BZ;BM&F BOVESPA SA;BR;ACE;;"1";BBB;BM&F BOVESPA SA;20000.00;CA;2048.07;"3";0;NA;40961;BRL;CL;0.000;0.000;1.121
"8206";ACC. LATINOAMERICANA;2023-01-31;BBDC4 BZ;BANCO BRADESCO SA;BR;ACE;;"1";BBB;BANCO BRADESCO SA;13767.00;CA;2215.59;"3";0;NA;30502;BRL;CL;0.004;0.000;0.835
"8206";ACC. LATINOAMERICANA;2023-01-31;BLAMUSO LX;BTG PACT-LATIN AMERICA-OUSDA;LU;CFME;;"1";NA;BTG PACT-LATIN AMERICA-OUSDA;240325.99;PROM;7761.30;"3";0;NA;1865242;PROM;US;0.007;0.000;51.035
"8206";ACC. LATINOAMERICANA;2023-01-31;BRAP4 BZ;BRADESPAR SA -PREF;BR;ACE;;"1";NA;BRADESPAR SA -PREF;15000.00;CA;5041.17;"3";0;NA;75618;BRL;CL;0.000;0.000;2.069
"8206";ACC. LATINOAMERICANA;2023-01-31;CEMEXCPO MM;CEMEX SA;MX;ACE;;"1";B;CEMEX SA;71053.00;CA;429.38;"3";0;NA;30509;MXN;CL;0.000;0.000;0.835
"8206";ACC. LATINOAMERICANA;2023-01-31;ELET3 BZ;CENTRAIS ELEC BRAS;BR;ACE;;"1";BBB;CENTRAIS ELEC BRAS;5621.00;CA;6423.94;"3";0;NA;36109;BRL;CL;0.002;0.000;0.988
"8206";ACC. LATINOAMERICANA;2023-01-31;AC* MM;EMBOTELLADORAS ARCA SAB DE CV;MX;ACE;;"1";NA;EMBOTELLADORAS ARCA SAB DE CV;4500.00;CA;7113.78;"3";0;NA;32012;MXN;CL;0.000;0.000;0.876
"8206";ACC. LATINOAMERICANA;2023-01-31;AMXL MM;AMERICA MOVIL SA de CV;MX;ACE;;"1";A;AMERICA MOVIL SA de CV;85000.00;CA;841.65;"3";0;NA;71540;MXN;CL;0.000;0.000;1.957
"8206";ACC. LATINOAMERICANA;2023-01-31;EQTL3 BZ;EQUATORIAL ENERGIA SA - UNIT;BR;ACE;;"1";NA;EQUATORIAL ENERGIA SA - UNIT;6632.00;CA;4428.01;"3";0;NA;29367;BRL;CL;0.033;0.000;0.804
"8206";ACC. LATINOAMERICANA;2023-01-31;FEMSAUBD MM;Fomento Economico Mexicano;MX;ACE;;"1";BBB;Fomento Economico Mexicano;18184.00;CA;7053.91;"3";0;NA;128268;MXN;CL;0.002;0.000;3.510
"8206";ACC. LATINOAMERICANA;2023-01-31;FUNO11 MM;Fibra Uno Administracion SA;MX;ACE;;"1";NA;Fibra Uno Administracion SA;13974.00;CA;1090.55;"3";0;NA;15239;MXN;CL;0.000;0.000;0.417
"8206";ACC. LATINOAMERICANA;2023-01-31;GCC* MM;GRUPO CEMENTOS CHIHUAHUA;MX;ACE;;"1";B;GRUPO CEMENTOS CHIHUAHUA;1089.00;CA;6460.74;"3";0;NA;7036;MXN;CL;0.000;0.000;0.193
"8206";ACC. LATINOAMERICANA;2023-01-31;GFNORTEO MM;GRUPO FINANCIERO BANORTE-O;MX;ACE;;"1";NA;GRUPO FINANCIERO BANORTE-O;8207.00;CA;6679.70;"3";0;NA;54820;MXN;CL;0.000;0.000;1.500
"8206";ACC. LATINOAMERICANA;2023-01-31;HAPV3 BZ;HAPVIDA PARTICIPACOES E INVE;BR;ACE;;"1";NA;HAPVIDA PARTICIPACOES E INVE;22000.00;CA;813.86;"3";0;NA;17905;BRL;CL;0.000;0.000;0.490
"8206";ACC. LATINOAMERICANA;2023-01-31;ITSA4 BZ;Itausa Ivestimentos Itau S.A;BR;ACE;;"1";NA;Itausa Ivestimentos Itau S.A;15306.00;CA;1348.00;"3";0;NA;20632;BRL;CL;0.000;0.000;0.565
"8206";ACC. LATINOAMERICANA;2023-01-31;ITUB US;BANCO ITAU;US;ADR;;"1";BBB;BANCO ITAU;2006.00;CA;4005.31;"3";0;NA;8035;PROM;US;0.000;0.000;0.220
"8206";ACC. LATINOAMERICANA;2023-01-31;ITUB4 BZ;BANCO ITAU;BR;ACE;;"1";BBB;BANCO ITAU;32328.00;CA;4002.91;"3";0;NA;129406;BRL;CL;0.000;0.000;3.541
"8206";ACC. LATINOAMERICANA;2023-01-31;LASITEB1 MM;SITIOS LATINOAMERICA SAB DE;MX;ACE;;"1";NA;SITIOS LATINOAMERICA SAB DE;4250.00;CA;372.50;"3";0;NA;1583;MXN;CL;0.000;0.000;0.043
"8206";ACC. LATINOAMERICANA;2023-01-31;LIVEPOLC MM;El puerto de Liverpool SA;MX;ACE;;"1";NA;El puerto de Liverpool SA;1611.00;CA;5078.52;"3";0;NA;8181;MXN;CL;0.000;0.000;0.224
"8206";ACC. LATINOAMERICANA;2023-01-31;LREN3 BZ;LOJAS RENNER S.A.;BR;ACE;;"1";NA;LOJAS RENNER S.A.;12153.00;CA;3418.20;"3";0;NA;41541;BRL;CL;0.000;0.000;1.137
"8206";ACC. LATINOAMERICANA;2023-01-31;NEMAKA MM;ALFA S.A.;MX;ACE;;"1";NA;ALFA S.A.;58150.00;CA;259.17;"3";0;NA;15071;MXN;CL;0.000;0.000;0.412
"8206";ACC. LATINOAMERICANA;2023-01-31;OMAB MM;Grupo Aeroportuario del Centro;MX;ACE;;"1";NA;Grupo Aeroportuario del Centro;8896.00;CA;7343.44;"3";0;NA;65327;MXN;CL;0.000;0.000;1.787
"8206";ACC. LATINOAMERICANA;2023-01-31;PETR3 BZ;PETROLEO BRASILEIRO S.A.;BR;ACE;;"1";BBB;PETROLEO BRASILEIRO S.A.;10095.00;CA;4655.58;"3";0;NA;46998;BRL;CL;0.000;0.000;1.286
"8206";ACC. LATINOAMERICANA;2023-01-31;PETR4 BZ;PETROLEO BRASILEIRO S.A.;BR;ACE;;"1";BBB;PETROLEO BRASILEIRO S.A.;13293.00;CA;4119.85;"3";0;NA;54765;BRL;CL;0.000;0.000;1.498
"8206";ACC. LATINOAMERICANA;2023-01-31;PETZ3 BZ;PET CENTER COMERCIO E PARTIC;BR;ACE;;"1";BBB;PET CENTER COMERCIO E PARTIC;700.00;CA;1144.14;"3";0;NA;801;BRL;CL;0.000;0.000;0.022
"8206";ACC. LATINOAMERICANA;2023-01-31;PRIO3 BZ;HRT Participacoes em Petroleo;BR;ACE;;"1";NA;HRT Participacoes em Petroleo;5000.00;CA;6653.08;"3";0;NA;33265;BRL;CL;0.000;0.000;0.910
"8206";ACC. LATINOAMERICANA;2023-01-31;RADL3 BZ;DROGASIL SA;BR;ACE;;"1";NA;DROGASIL SA;5400.00;CA;3923.90;"3";0;NA;21189;BRL;CL;0.000;0.000;0.580
"8206";ACC. LATINOAMERICANA;2023-01-31;RAIL3 BZ;RUMO SA;BR;ACE;;"1";D;RUMO SA;9000.00;CA;2904.60;"3";0;NA;26141;BRL;CL;0.000;0.000;0.715
"8206";ACC. LATINOAMERICANA;2023-01-31;RDOR3 BZ;REDE D OR SAO LUIZ SA;BR;ACE;;"1";D;REDE D OR SAO LUIZ SA;2900.00;CA;5041.17;"3";0;NA;14619;BRL;CL;0.000;0.000;0.400
"8206";ACC. LATINOAMERICANA;2023-01-31;RENT1 BZ;Consumer, Non-cyclical;BR;ACE;;"1";D;Consumer, Non-cyclical;17.00;CA;2765.53;"3";0;NA;47;BRL;CL;0.000;0.000;0.001
"8206";ACC. LATINOAMERICANA;2023-01-31;RENT3 BZ;LOCALIZA RENT A CAR;BR;ACE;;"1";BBB;LOCALIZA RENT A CAR;4000.00;CA;9356.98;"3";0;NA;37428;BRL;CL;0.000;0.000;1.024
"8206";ACC. LATINOAMERICANA;2023-01-31;SBFG3 BZ;GRUPO SBF SA;BR;ACE;;"1";D;GRUPO SBF SA;2132.00;CA;1750.98;"3";0;NA;3733;BRL;CL;0.000;0.000;0.102
"8206";ACC. LATINOAMERICANA;2023-01-31;SBSP3 BZ;CIA SANEAMENTO BASICO;BR;ACE;;"1";BB;CIA SANEAMENTO BASICO;3000.00;CA;8795.97;"3";0;NA;26388;BRL;CL;0.000;0.000;0.722
"8206";ACC. LATINOAMERICANA;2023-01-31;SITES1 MM;OPERADORA DE SITES MEX- A-1;MX;ACE;;"1";NA;OPERADORA DE SITES MEX- A-1;345.00;CA;868.16;"3";0;NA;300;MXN;CL;0.000;0.000;0.008
"8206";ACC. LATINOAMERICANA;2023-01-31;SQIA3 BZ;SINQIA SA;BR;ACE;;"1";D;SINQIA SA;2937.00;CA;2790.82;"3";0;NA;8197;BRL;CL;0.000;0.000;0.224
"8206";ACC. LATINOAMERICANA;2023-01-31;STBP3 BZ;SANTOS BRASIL PARTICIPACOES;BR;ACE;;"1";NA;SANTOS BRASIL PARTICIPACOES;20000.00;CA;1392.25;"3";0;NA;27845;BRL;CL;0.000;0.000;0.762
"8206";ACC. LATINOAMERICANA;2023-01-31;VALE US;VALE SA-SP ADR;US;ADR;;"1";A;VALE SA-SP ADR;2072.00;CA;15023.95;"3";0;NA;31130;PROM;US;0.000;0.000;0.852
"8206";ACC. LATINOAMERICANA;2023-01-31;VALE3 BZ;VALE SA-SP ADR;BR;ACE;;"1";A;VALE SA-SP ADR;9539.00;CA;14935.45;"3";0;NA;142469;BRL;CL;0.001;0.000;3.898
"8206";ACC. LATINOAMERICANA;2023-01-31;VBBR3 BZ;VIBRA ENERGIA SA;BR;ACE;;"1";BBB;VIBRA ENERGIA SA;10000.00;CA;2601.18;"3";0;NA;26012;BRL;CL;0.000;0.000;0.712
"8206";ACC. LATINOAMERICANA;2023-01-31;VESTA* MM;Corporation Inmobiliaria Vesta;MX;ACE;;"1";NA;Corporation Inmobiliaria Vesta;7342.00;CA;2199.91;"3";0;NA;16152;MXN;CL;0.000;0.000;0.442
