"Run Fondo";"nom_fondo";"fecha";"nemotecnico_instrumento";"rut_emisor";"verificador_rut";"codigo_pais_emisor";"tipo_instrumento";"fecha_vencimiento";"situacion_instrumento";"clasificacion_riesgo";"codigo_grupo_empresarial";"cantidad_unidades";"tipo_unidades";"valor_tipo_instrumento";"codigo_valorizacion";"base_tasa";"tipo_interes";"valorizacion_cierre";"codigo_moneda_liquidacion";"codigo_pais_transaccion";"porcentaje_capital_emisor";"porcentaje_total_activos_emisor";"porcentaje_total_activos_fondo"
"8795";INDEX FUND LATAM;2023-04-30;CENCOSUD;"93834000";"5";CL;ACC;;"1";N-1;"0199";87678.00;$$;2.04;"3";0;NA;179;$$;CL;0.006;0.001;0.590
"8795";INDEX FUND LATAM;2023-04-30;CFISEIFBS;"7131";"5";CL;CFI;;"1";NA;"0000";85323.59;$$;31.98;"3";0;NA;2729;$$;CL;14.339;14.339;8.997
"8795";INDEX FUND LATAM;2023-04-30;CFMSECQFBS;"10000";"5";CL;CFM;;"1";NA;"0000";130627.96;PROM;107.04;"3";0;NA;13982;PROM;CL;93.972;94.149;46.093
"8795";INDEX FUND LATAM;2023-04-30;CHILE;"97004000";"5";CL;ACC;;"1";N-1;"0003";2832158.00;$$;0.11;"3";0;NA;312;$$;CL;0.005;0.000;1.029
"8795";INDEX FUND LATAM;2023-04-30;CMPC;"90222000";"3";CL;ACC;;"1";N-1;"0002";71686.00;$$;1.56;"3";0;NA;112;$$;CL;0.008;0.001;0.369
"8795";INDEX FUND LATAM;2023-04-30;COPEC;"90690000";"9";CL;ACC;;"1";N-1;"0001";22004.00;$$;7.04;"3";0;NA;155;$$;CL;0.023;0.001;0.511
"8795";INDEX FUND LATAM;2023-04-30;ENELAM;"94271000";"3";CL;ACC;;"1";N-2;"0015";1258248.00;$$;0.14;"3";0;NA;176;$$;CL;0.001;0.000;0.580
"8795";INDEX FUND LATAM;2023-04-30;FALABELLA;"90749000";"9";CL;ACC;;"1";N-1;"0073";47401.00;$$;2.15;"3";0;NA;102;$$;CL;0.009;0.000;0.336
"8795";INDEX FUND LATAM;2023-04-30;SQM-B;"93007000";"9";CL;ACC;;"1";N-3;"0024";9307.00;$$;65.86;"3";0;NA;613;$$;CL;0.040;0.006;2.021
"8811";LATAM ACCIONARIO;2023-04-30;CFIBCHLBCH;"7195";"1";CL;CFI;;"1";NA;"0000";26939784.71;$$;1039.57;"3";0;NA;28005792;$$;CL;98.074;91.195;88.716
"8811";LATAM ACCIONARIO;2023-04-30;CFIBEQTRBH;"9933";"3";CL;CFI;;"1";NA;"0000";2083878.50;$$;497.58;"3";0;NA;1036896;$$;CL;65.714;66.307;3.285
"8098";LATAM EQUITY;2023-05-31;BSANTANDER;"97036000";K;CL;ACC;;"1";N-1;"0014";2977200.00;$$;35.20;"3";0;NA;104797;$$;CL;0.002;0.000;0.437
"8098";LATAM EQUITY;2023-05-31;CENCOSUD;"93834000";"5";CL;ACC;;"1";N-1;"0199";83300.00;$$;1530.00;"3";0;NA;127449;$$;CL;0.003;0.005;0.531
"8098";LATAM EQUITY;2023-05-31;CHILE;"97004000";"5";CL;ACC;;"1";N-1;"0003";2064000.00;$$;81.90;"3";0;NA;169042;$$;CL;0.002;0.000;0.705
"8098";LATAM EQUITY;2023-05-31;CMPC;"90222000";"3";CL;ACC;;"1";N-1;"0002";43164.00;$$;1385.00;"3";0;NA;59782;$$;CL;0.002;0.001;0.249
"8098";LATAM EQUITY;2023-05-31;COPEC;"90690000";"9";CL;ACC;;"1";N-1;"0001";14907.00;$$;5850.00;"3";0;NA;87206;$$;CL;0.001;0.001;0.364
"8098";LATAM EQUITY;2023-05-31;ECL;"88006900";"4";CL;ACC;;"1";N-2;"0085";39100.00;$$;695.00;"3";0;NA;27175;$$;CL;0.004;0.001;0.113
"8098";LATAM EQUITY;2023-05-31;PARAUCO;"94627000";"8";CL;ACC;;"1";N-1;"0156";236978.00;$$;1140.00;"3";0;NA;270155;$$;CL;0.026;0.016;1.126
"8098";LATAM EQUITY;2023-05-31;SMU;"76012676";"4";CL;ACC;;"1";NA;"0197";18700.00;$$;137.00;"3";0;NA;2562;$$;CL;0.000;0.000;0.011
"8098";LATAM EQUITY;2023-05-31;SQM-B;"93007000";"9";CL;ACC;;"1";N-3;"0024";7500.00;$$;52200.00;"3";0;NA;391500;$$;CL;0.003;0.016;1.632
"8160";LATINOAMÉRICA;2023-05-31;BNPDBC070623;"97029000";"1";CL;PDBC;2023-07-06;"1";NA;"0000";140000000.00;$$;0.90;"1";30;NL;139706;$$;CL;0.000;0.001;1.466
"8160";LATINOAMÉRICA;2023-05-31;BNPDBC010623;"97029000";"1";CL;PDBC;2023-01-06;"1";NA;"0000";60000000.00;$$;0.88;"1";30;NL;59982;$$;CL;0.000;0.000;0.629
"8206";ACC. LATINOAMERICANA;2023-05-31;CFIBPBIM-E;"9368";"8";CL;CFI;;"1";N-2;"0000";62787.00;$$;10106.47;"3";0;NA;634555;$$;CL;0.000;0.000;19.010
"8206";ACC. LATINOAMERICANA;2023-05-31;ENELCHILE;"76536353";"5";CL;ACC;;"1";N-2;"0015";821538.00;CA;44.50;"3";0;NA;36558;$$;CL;0.012;0.000;1.095
"8206";ACC. LATINOAMERICANA;2023-05-31;SQM-B;"93007000";"9";CL;ACC;;"1";N-3;"0024";729.00;CA;52200.00;"3";0;NA;38054;$$;CL;0.003;0.000;1.140
"8247";ACCIONES LATAM;2023-05-31;CFMEURC18D;"8381";K;CL;CFM;;"1";NA;"0000";803.59;CU;943.81;"3";0;NC;758;$$;CL;0.002;758.000;0.008
"8247";ACCIONES LATAM;2023-05-31;CFMEURCHCE;"8381";K;CL;CFM;;"1";NA;"0000";16083.48;CU;802.09;"3";0;NC;12900;$$;CL;0.042;129.000;0.133
"8247";ACCIONES LATAM;2023-05-31;CFMEURESGE;"9625";"3";CL;CFM;;"1";NA;"0000";3041.88;CU;622835.60;"3";0;NC;1894591;$$;CL;0.011;0.011;19.589
"8247";ACCIONES LATAM;2023-05-31;CFMEURSCLE;"8948";"6";CL;CFM;;"1";NA;"0000";2949.80;CU;657609.19;"3";0;NC;1939816;$$;CL;7.344;193.816;20.057
"8247";ACCIONES LATAM;2023-05-31;CFMZCHACCR;"8381";K;CL;CFM;;"1";NA;"0000";2816.87;CU;987.37;"3";0;NC;2781;$$;CL;0.009;278.000;0.029
"8247";ACCIONES LATAM;2023-05-31;CFMZCHCHIW;"8381";K;CL;CFM;;"1";NA;"0000";1.12;CU;1097.59;"3";0;NC;1;$$;CL;0.000;10.000;0.000
"8247";ACCIONES LATAM;2023-05-31;CFMZCHDLCW;"8918";"4";CL;CFM;;"1";NA;"0000";1.12;CU;1191.80;"3";0;NC;1;$$;CL;10.000;10.000;0.000
"8482";LATAM;2023-05-31;AGUAS-A;"61808000";"5";CL;ACC;;"1";N-1;"0085";264554.00;$$;264.00;"3";0;NA;69842;$$;CL;0.004;0.000;5.868
"8482";LATAM;2023-05-31;CENCOSUD;"93834000";"5";CL;ACC;;"1";N-1;"0199";22353.00;$$;1530.00;"3";0;NA;34200;$$;CL;0.001;0.000;2.873
"8482";LATAM;2023-05-31;COLBUN;"96505760";"9";CL;ACC;;"1";N-1;"0002";375100.00;$$;118.01;"3";0;NA;44266;$$;CL;0.002;0.003;3.719
"8482";LATAM;2023-05-31;ENELCHILE;"76536353";"5";CL;ACC;;"1";N-2;"0015";793657.00;$$;44.50;"3";0;NA;35318;$$;CL;0.001;0.000;2.967
"8482";LATAM;2023-05-31;SQM-B;"93007000";"9";CL;ACC;;"1";N-3;"0024";690.00;$$;52200.00;"3";0;NA;36018;$$;CL;0.000;0.000;3.026
"8482";LATAM;2023-05-31;VAPORES;"90160000";"7";CL;ACC;;"1";N-3;"0003";581466.00;$$;59.56;"3";0;NA;34632;$$;CL;0.001;0.003;2.910
"8537";BICE LATAM;2023-05-31;AGUAS-A;"61808000";"5";CL;ACC;;"1";N-1;"0085";94300.00;$$;264.00;"3";0;NA;24895;$$;CL;0.002;0.001;0.390
"8537";BICE LATAM;2023-05-31;ANDINA-B;"91144000";"8";CL;ACC;;"1";N-2;"0000";9616.00;$$;2070.00;"3";0;NA;19905;$$;CL;0.002;0.001;0.312
"8537";BICE LATAM;2023-05-31;CCU;"90413000";"1";CL;ACC;;"1";N-1;"0003";4572.00;$$;5950.00;"3";0;NA;27203;$$;CL;0.001;0.001;0.427
"8537";BICE LATAM;2023-05-31;CENCOSUD;"93834000";"5";CL;ACC;;"1";N-1;"0199";28997.00;$$;1530.00;"3";0;NA;44365;$$;CL;0.001;0.000;0.696
"8537";BICE LATAM;2023-05-31;CHILE;"97004000";"5";CL;ACC;;"1";N-1;"0003";956698.00;$$;81.90;"3";0;NA;78354;$$;CL;0.001;0.000;1.229
"8537";BICE LATAM;2023-05-31;COLBUN;"96505760";"9";CL;ACC;;"1";N-1;"0002";230132.00;$$;118.01;"3";0;NA;27158;$$;CL;0.001;0.000;0.426
"8537";BICE LATAM;2023-05-31;COPEC;"90690000";"9";CL;ACC;;"1";N-1;"0001";5469.00;$$;5850.00;"3";0;NA;31994;$$;CL;0.000;0.000;0.502
"8537";BICE LATAM;2023-05-31;ENTEL;"92580000";"7";CL;ACC;;"1";N-1;"0027";7941.00;$$;3040.00;"3";0;NA;24141;$$;CL;0.003;0.000;0.379
"8537";BICE LATAM;2023-05-31;FALABELLA;"90749000";"9";CL;ACC;;"1";N-1;"0073";21598.00;$$;1785.00;"3";0;NA;38552;$$;CL;0.001;0.000;0.605
"8537";BICE LATAM;2023-05-31;NORTEGRAN;"96529340";K;CL;ACC;;"1";NA;"0024";3830841.00;$$;8.10;"3";0;NA;31030;$$;CL;0.005;0.002;0.487
"8537";BICE LATAM;2023-05-31;QUINENCO;"91705000";"7";CL;ACC;;"1";N-2;"0003";15969.00;$$;2900.00;"3";0;NA;46310;$$;CL;0.001;0.000;0.726
"8537";BICE LATAM;2023-05-31;SMU;"76012676";"4";CL;ACC;;"1";NA;"0197";285087.00;$$;137.00;"3";0;NA;39057;$$;CL;0.005;0.002;0.613
"8537";BICE LATAM;2023-05-31;SONDA;"83628100";"4";CL;ACC;;"1";N-2;"0138";88060.00;$$;414.03;"3";0;NA;36459;$$;CL;0.010;0.003;0.572
"8537";BICE LATAM;2023-05-31;SQM-B;"93007000";"9";CL;ACC;;"1";N-3;"0024";2995.00;$$;52200.00;"3";0;NA;156339;$$;CL;0.002;0.002;2.452
"8684";SELECCION LATAM;2023-05-31;CENCOSUD;"93834000";"5";CL;ACC;;"1";N-1;"0199";8588.00;CA;1530.00;"3";0;NA;13140;$$;CL;0.000;0.000;0.498
"8684";SELECCION LATAM;2023-05-31;SQM-B;"93007000";"9";CL;ACC;;"1";N-3;"0024";1133.98;CA;52200.00;"3";0;NA;59194;$$;CL;0.000;0.001;2.245
"8705";LATINOAMERICANO;2023-05-31;CFMLVBR-LV;"9748";"9";CL;CFM;;"1";NA;"0000";214066.00;PROM;8.46;"3";0;NA;1811;PROM;CL;11.336;0.000;7.893
"8795";INDEX FUND LATAM;2023-05-31;CENCOSUD;"93834000";"5";CL;ACC;;"1";N-1;"0199";87678.00;$$;1.89;"3";0;NA;166;$$;CL;0.006;0.001;0.565
"8795";INDEX FUND LATAM;2023-05-31;CFISEIFBS;"7131";"5";CL;CFI;;"1";NA;"0000";85323.59;$$;35.04;"3";0;NA;2990;$$;CL;15.710;15.710;10.185
"8795";INDEX FUND LATAM;2023-05-31;CFMSECQFBS;"10000";"5";CL;CFM;;"1";NA;"0000";134420.77;PROM;108.27;"3";0;NA;14554;PROM;CL;91.466;91.460;49.576
"8795";INDEX FUND LATAM;2023-05-31;CHILE;"97004000";"5";CL;ACC;;"1";N-1;"0003";2832158.00;$$;0.10;"3";0;NA;283;$$;CL;0.005;0.000;0.964
"8795";INDEX FUND LATAM;2023-05-31;CMPC;"90222000";"3";CL;ACC;;"1";N-1;"0002";71686.00;$$;1.72;"3";0;NA;123;$$;CL;0.008;0.001;0.419
"8795";INDEX FUND LATAM;2023-05-31;COPEC;"90690000";"9";CL;ACC;;"1";N-1;"0001";22004.00;$$;7.23;"3";0;NA;159;$$;CL;0.023;0.001;0.542
"8795";INDEX FUND LATAM;2023-05-31;ENELAM;"94271000";"3";CL;ACC;;"1";N-2;"0015";1258248.00;$$;0.13;"3";0;NA;164;$$;CL;0.001;0.000;0.559
"8795";INDEX FUND LATAM;2023-05-31;FALABELLA;"90749000";"9";CL;ACC;;"1";N-1;"0073";47401.00;$$;2.19;"3";0;NA;104;$$;CL;0.009;0.000;0.354
"8795";INDEX FUND LATAM;2023-05-31;BSANTANDER;"97036000";K;CL;ACC;;"1";N-1;"0014";4047301.00;$$;0.04;"3";0;NA;162;$$;CL;0.004;0.000;0.552
"8795";INDEX FUND LATAM;2023-05-31;SQM-B;"93007000";"9";CL;ACC;;"1";N-3;"0024";9307.00;$$;65.65;"3";0;NA;611;$$;CL;0.038;0.006;2.081
"8811";LATAM ACCIONARIO;2023-05-31;CFIBCHLBCH;"7195";"1";CL;CFI;;"1";NA;"0000";33713678.56;$$;910.25;"3";0;NA;30687876;$$;CL;98.468;84.749;89.980
"8098";LATAM EQUITY;2023-06-30;BSANTANDER;"97036000";K;CL;ACC;;"1";N-1;"0014";2977200.00;$$;37.94;"3";0;NA;112955;$$;CL;0.002;0.000;0.432
"8098";LATAM EQUITY;2023-06-30;CENCOSHOPP;"76433310";"1";CL;ACC;;"1";NA;"0199";95000.00;$$;1444.00;"3";0;NA;137180;$$;CL;0.006;0.005;0.524
"8098";LATAM EQUITY;2023-06-30;CENCOSUD;"93834000";"5";CL;ACC;;"1";N-1;"0199";83300.00;$$;1553.90;"3";0;NA;129440;$$;CL;0.003;0.001;0.494
"8098";LATAM EQUITY;2023-06-30;CHILE;"97004000";"5";CL;ACC;;"1";N-1;"0003";2064000.00;$$;83.69;"3";0;NA;172736;$$;CL;0.002;0.000;0.660
"8098";LATAM EQUITY;2023-06-30;CMPC;"90222000";"3";CL;ACC;;"1";N-1;"0002";43164.00;$$;1534.00;"3";0;NA;66214;$$;CL;0.002;0.001;0.253
"8098";LATAM EQUITY;2023-06-30;COPEC;"90690000";"9";CL;ACC;;"1";N-1;"0001";14907.00;$$;5950.00;"3";0;NA;88697;$$;CL;0.001;0.001;0.339
"8098";LATAM EQUITY;2023-06-30;ECL;"88006900";"4";CL;ACC;;"1";N-2;"0085";39100.00;$$;768.21;"3";0;NA;30037;$$;CL;0.004;0.001;0.115
"8098";LATAM EQUITY;2023-06-30;PARAUCO;"94627000";"8";CL;ACC;;"1";N-1;"0156";236978.00;$$;1289.00;"3";0;NA;305465;$$;CL;0.026;0.018;1.167
"8098";LATAM EQUITY;2023-06-30;SMU;"76012676";"4";CL;ACC;;"1";NA;"0197";18700.00;$$;141.00;"3";0;NA;2637;$$;CL;0.000;0.000;0.010
"8098";LATAM EQUITY;2023-06-30;SQM-B;"93007000";"9";CL;ACC;;"1";N-3;"0024";7500.00;$$;58399.00;"3";0;NA;437993;$$;CL;0.003;0.018;1.673
"8160";LATINOAMÉRICA;2023-06-30;BNPDBC040723;"97029000";"1";CL;PDBC;2023-04-07;"1";NA;"0000";35000000.00;$$;0.93;"1";30;NL;34957;$$;CL;0.000;0.000;0.341
"8160";LATINOAMÉRICA;2023-06-30;BNPDBC040723;"97029000";"1";CL;PDBC;2023-04-07;"1";NA;"0000";190000000.00;$$;0.93;"1";30;NL;189766;$$;CL;0.000;0.001;1.853
"8160";LATINOAMÉRICA;2023-06-30;BNPDBC060723;"97029000";"1";CL;PDBC;2023-06-07;"1";NA;"0000";10000000.00;$$;0.91;"1";30;NL;9982;$$;CL;0.000;0.000;0.097
"8160";LATINOAMÉRICA;2023-06-30;BNPDBC040723;"97029000";"1";CL;PDBC;2023-04-07;"1";NA;"0000";10000000.00;$$;0.93;"1";30;NL;9988;$$;CL;0.000;0.000;0.098
"8160";LATINOAMÉRICA;2023-06-30;BNPDBC170723;"97029000";"1";CL;PDBC;2024-05-07;"1";NA;"0000";10000000.00;$$;0.93;"1";30;NL;9948;$$;CL;0.000;0.000;0.097
"8160";LATINOAMÉRICA;2023-06-30;BNPDBC250723;"97029000";"1";CL;PDBC;2025-01-07;"1";NA;"0000";100000000.00;$$;0.92;"1";30;NL;99240;$$;CL;0.000;0.001;0.969
"8206";ACC. LATINOAMERICANA;2023-06-30;CFIBPBIM-E;"9368";"8";CL;CFI;;"1";N-2;"0000";62787.00;$$;11522.35;"3";0;NA;723454;$$;CL;0.000;0.000;19.399
"8206";ACC. LATINOAMERICANA;2023-06-30;ENELCHILE;"76536353";"5";CL;ACC;;"1";N-2;"0015";821538.00;CA;52.10;"3";0;NA;42802;$$;CL;0.012;0.000;1.148
"8206";ACC. LATINOAMERICANA;2023-06-30;SQM-B;"93007000";"9";CL;ACC;;"1";N-3;"0024";729.00;CA;58399.00;"3";0;NA;42573;$$;CL;0.003;0.000;1.142
"8247";ACCIONES LATAM;2023-06-30;CFMEURC18D;"8381";K;CL;CFM;;"1";NA;"0000";770.14;CU;966.10;"3";0;NC;744;$$;CL;0.002;744.000;0.008
"8247";ACCIONES LATAM;2023-06-30;CFMEURCHCE;"8381";K;CL;CFM;;"1";NA;"0000";16086.57;CU;821.15;"3";0;NC;13209;$$;CL;0.043;132.900;0.134
"8247";ACCIONES LATAM;2023-06-30;CFMEURESGE;"9625";"3";CL;CFM;;"1";NA;"0000";2898.09;CU;641168.95;"3";0;NC;1858165;$$;CL;0.010;0.011;18.786
"8247";ACCIONES LATAM;2023-06-30;CFMEURSCLE;"8948";"6";CL;CFM;;"1";NA;"0000";2773.84;CU;676775.72;"3";0;NC;1877268;$$;CL;7.107;187.268;18.979
"8247";ACCIONES LATAM;2023-06-30;CFMZCHACCR;"8381";K;CL;CFM;;"1";NA;"0000";1207.83;CU;1010.83;"3";0;NC;1221;$$;CL;0.004;122.000;0.012
"8247";ACCIONES LATAM;2023-06-30;CFMZCHCHIW;"8381";K;CL;CFM;;"1";NA;"0000";1.12;CU;1121.05;"3";0;NC;1;$$;CL;0.000;10.000;0.000
"8247";ACCIONES LATAM;2023-06-30;CFMZCHDLCW;"8918";"4";CL;CFM;;"1";NA;"0000";1.12;CU;1227.68;"3";0;NC;1;$$;CL;10.000;10.000;0.000
"8482";LATAM;2023-06-30;AGUAS-A;"61808000";"5";CL;ACC;;"1";N-1;"0085";264554.00;$$;278.01;"3";0;NA;73549;$$;CL;0.004;0.000;5.838
"8482";LATAM;2023-06-30;COLBUN;"96505760";"9";CL;ACC;;"1";N-1;"0002";375100.00;$$;127.00;"3";0;NA;47638;$$;CL;0.002;0.003;3.782
"8482";LATAM;2023-06-30;ENELCHILE;"76536353";"5";CL;ACC;;"1";N-2;"0015";793657.00;$$;52.10;"3";0;NA;41350;$$;CL;0.001;0.000;3.283
"8482";LATAM;2023-06-30;SQM-B;"93007000";"9";CL;ACC;;"1";N-3;"0024";690.00;$$;58399.00;"3";0;NA;40295;$$;CL;0.000;0.000;3.199
"8482";LATAM;2023-06-30;VAPORES;"90160000";"7";CL;ACC;;"1";N-3;"0003";581466.00;$$;54.45;"3";0;NA;31661;$$;CL;0.001;0.002;2.513
"8537";BICE LATAM;2023-06-30;AGUAS-A;"61808000";"5";CL;ACC;;"1";N-1;"0085";94300.00;$$;278.00;"3";0;NA;26215;$$;CL;0.002;0.001;0.368
"8537";BICE LATAM;2023-06-30;ANDINA-B;"91144000";"8";CL;ACC;;"1";N-2;"0000";9616.00;$$;2101.00;"3";0;NA;20203;$$;CL;0.002;0.001;0.283
"8537";BICE LATAM;2023-06-30;CCU;"90413000";"1";CL;ACC;;"1";N-1;"0003";8472.00;$$;6465.00;"3";0;NA;54771;$$;CL;0.002;0.001;0.768
"8537";BICE LATAM;2023-06-30;CENCOSHOPP;"76433310";"1";CL;ACC;;"1";NA;"0199";11591.00;$$;1444.00;"3";0;NA;16737;$$;CL;0.001;0.000;0.235
"8537";BICE LATAM;2023-06-30;CENCOSUD;"93834000";"5";CL;ACC;;"1";N-1;"0199";28997.00;$$;1553.90;"3";0;NA;45058;$$;CL;0.001;0.000;0.632
"8537";BICE LATAM;2023-06-30;CHILE;"97004000";"5";CL;ACC;;"1";N-1;"0003";956698.00;$$;83.69;"3";0;NA;80066;$$;CL;0.001;0.000;1.123
"8537";BICE LATAM;2023-06-30;CMPC;"90222000";"3";CL;ACC;;"1";N-1;"0002";27916.00;$$;1534.00;"3";0;NA;42823;$$;CL;0.001;0.000;0.601
"8537";BICE LATAM;2023-06-30;COLBUN;"96505760";"9";CL;ACC;;"1";N-1;"0002";230132.00;$$;127.00;"3";0;NA;29227;$$;CL;0.001;0.000;0.410
"8537";BICE LATAM;2023-06-30;COPEC;"90690000";"9";CL;ACC;;"1";N-1;"0001";2892.00;$$;5950.00;"3";0;NA;17207;$$;CL;0.000;0.000;0.241
"8537";BICE LATAM;2023-06-30;ECL;"88006900";"4";CL;ACC;;"1";N-2;"0085";25504.00;$$;768.21;"3";0;NA;19592;$$;CL;0.002;0.000;0.275
"8537";BICE LATAM;2023-06-30;ENTEL;"92580000";"7";CL;ACC;;"1";N-1;"0027";7941.00;$$;3225.20;"3";0;NA;25611;$$;CL;0.003;0.000;0.359
"8537";BICE LATAM;2023-06-30;FALABELLA;"90749000";"9";CL;ACC;;"1";N-1;"0073";21598.00;$$;1925.00;"3";0;NA;41576;$$;CL;0.001;0.000;0.583
"8537";BICE LATAM;2023-06-30;NORTEGRAN;"96529340";K;CL;ACC;;"1";NA;"0024";3830841.00;$$;8.50;"3";0;NA;32562;$$;CL;0.005;0.002;0.457
"8537";BICE LATAM;2023-06-30;SMU;"76012676";"4";CL;ACC;;"1";NA;"0197";201446.00;$$;141.00;"3";0;NA;28404;$$;CL;0.003;0.001;0.398
"8537";BICE LATAM;2023-06-30;SONDA;"83628100";"4";CL;ACC;;"1";N-2;"0138";38365.00;$$;389.85;"3";0;NA;14957;$$;CL;0.004;0.001;0.210
"8537";BICE LATAM;2023-06-30;SQM-B;"93007000";"9";CL;ACC;;"1";N-3;"0024";2995.00;$$;58399.00;"3";0;NA;174905;$$;CL;0.002;0.002;2.453
"8684";SELECCION LATAM;2023-06-30;CENCOSUD;"93834000";"5";CL;ACC;;"1";N-1;"0199";8588.00;CA;1553.90;"3";0;NA;13345;$$;CL;0.000;0.000;0.441
"8684";SELECCION LATAM;2023-06-30;CFMSURSCCS;"8685";"1";CL;CFM;;"1";NA;"0000";30512.13;CU;937.23;"3";0;RC;28597;$$;CL;0.000;0.000;0.946
"8684";SELECCION LATAM;2023-06-30;SQM-B;"93007000";"9";CL;ACC;;"1";N-3;"0024";1134.00;CA;58399.00;"3";0;NA;66224;$$;CL;0.000;0.001;2.190
"8705";LATINOAMERICANO;2023-06-30;CFMLVBR-LV;"9748";"9";CL;CFM;;"1";NA;"0000";220703.89;PROM;9.77;"3";0;NA;2156;PROM;CL;11.692;0.000;7.888
"8795";INDEX FUND LATAM;2023-06-30;BSANTANDER;"97036000";K;CL;ACC;;"1";N-1;"0014";3862768.00;$$;0.05;"3";0;NA;193;$$;CL;0.004;0.000;0.614
"8795";INDEX FUND LATAM;2023-06-30;CENCOSUD;"93834000";"5";CL;ACC;;"1";N-1;"0199";83680.00;$$;1.94;"3";0;NA;162;$$;CL;0.005;0.001;0.515
"8795";INDEX FUND LATAM;2023-06-30;CFMSECQFBS;"10000";"5";CL;CFM;;"1";NA;"0000";152927.95;PROM;124.78;"3";0;NA;19082;PROM;CL;76.492;74.265;60.659
"8795";INDEX FUND LATAM;2023-06-30;CHILE;"97004000";"5";CL;ACC;;"1";N-1;"0003";2703028.00;$$;0.10;"3";0;NA;270;$$;CL;0.005;0.000;0.858
"8795";INDEX FUND LATAM;2023-06-30;CMPC;"90222000";"3";CL;ACC;;"1";N-1;"0002";68418.00;$$;1.90;"3";0;NA;130;$$;CL;0.009;0.001;0.413
"8795";INDEX FUND LATAM;2023-06-30;COPEC;"90690000";"9";CL;ACC;;"1";N-1;"0001";21001.00;$$;7.43;"3";0;NA;156;$$;CL;0.023;0.001;0.496
"8795";INDEX FUND LATAM;2023-06-30;ENELAM;"94271000";"3";CL;ACC;;"1";N-2;"0015";1200880.00;$$;0.13;"3";0;NA;156;$$;CL;0.001;0.000;0.496
"8795";INDEX FUND LATAM;2023-06-30;FALABELLA;"90749000";"9";CL;ACC;;"1";N-1;"0073";45240.00;$$;2.39;"3";0;NA;108;$$;CL;0.010;0.000;0.343
"8795";INDEX FUND LATAM;2023-06-30;SQM-B;"93007000";"9";CL;ACC;;"1";N-3;"0024";8883.00;$$;73.74;"3";0;NA;655;$$;CL;0.041;0.006;2.082
"8811";LATAM ACCIONARIO;2023-06-30;CFIBCHLBCH;"7195";"1";CL;CFI;;"1";NA;"0000";35043465.13;$$;982.20;"3";0;NA;34419691;$$;CL;98.539;92.955;99.522
"8098";LATAM EQUITY;2023-07-31;CENCOSHOPP;"76433310";"1";CL;ACC;;"1";NA;"0199";95000.00;$$;1530.00;"3";0;NA;145350;$$;CL;0.006;0.005;0.479
"8098";LATAM EQUITY;2023-07-31;CENCOSUD;"93834000";"5";CL;ACC;;"1";N-1;"0199";83300.00;$$;1803.00;"3";0;NA;150190;$$;CL;0.003;0.001;0.495
"8098";LATAM EQUITY;2023-07-31;CHILE;"97004000";"5";CL;ACC;;"1";N-1;"0003";2064000.00;$$;93.40;"3";0;NA;192778;$$;CL;0.002;0.000;0.635
"8098";LATAM EQUITY;2023-07-31;CMPC;"90222000";"3";CL;ACC;;"1";N-1;"0002";43164.00;$$;1656.00;"3";0;NA;71480;$$;CL;0.002;0.001;0.236
"8098";LATAM EQUITY;2023-07-31;COPEC;"90690000";"9";CL;ACC;;"1";N-1;"0001";14907.00;$$;6435.00;"3";0;NA;95927;$$;CL;0.001;0.001;0.316
"8098";LATAM EQUITY;2023-07-31;ECL;"88006900";"4";CL;ACC;;"1";N-2;"0085";39100.00;$$;859.00;"3";0;NA;33587;$$;CL;0.004;0.001;0.111
"8098";LATAM EQUITY;2023-07-31;PARAUCO;"94627000";"8";CL;ACC;;"1";N-1;"0156";236978.00;$$;1345.00;"3";0;NA;318735;$$;CL;0.026;0.019;1.050
"8098";LATAM EQUITY;2023-07-31;SMU;"76012676";"4";CL;ACC;;"1";NA;"0197";18700.00;$$;158.50;"3";0;NA;2964;$$;CL;0.000;0.000;0.010
"8098";LATAM EQUITY;2023-07-31;SQM-B;"93007000";"9";CL;ACC;;"1";N-3;"0024";7500.00;$$;61515.00;"3";0;NA;461363;$$;CL;0.003;0.019;1.520
"8098";LATAM EQUITY;2023-07-31;BSANTANDER;"97036000";K;CL;ACC;;"1";N-1;"0014";2977200.00;$$;44.79;"3";0;NA;133349;$$;CL;0.002;0.000;0.439
"8160";LATINOAMÉRICA;2023-07-31;BNPDBC030823;"97029000";"1";CL;PDBC;2023-03-08;"1";NA;"0000";150000000.00;$$;0.82;"1";30;NL;149877;$$;CL;0.000;0.001;1.329
"8160";LATINOAMÉRICA;2023-07-31;BNPDBC010823;"97029000";"1";CL;PDBC;2023-01-08;"1";NA;"0000";195000000.00;$$;0.82;"1";30;NL;194947;$$;CL;0.000;0.001;1.729
"8206";ACC. LATINOAMERICANA;2023-07-31;ENELCHILE;"76536353";"5";CL;ACC;;"1";N-2;"0015";821538.00;CA;57.89;"3";0;NA;47559;$$;CL;0.012;0.000;1.166
"8206";ACC. LATINOAMERICANA;2023-07-31;SQM-B;"93007000";"9";CL;ACC;;"1";N-3;"0024";729.00;CA;61515.00;"3";0;NA;44844;$$;CL;0.003;0.000;1.099
