"Run Fondo";"nom_fondo";"fecha";"nemotecnico_instrumento";"rut_emisor";"verificador_rut";"codigo_pais_emisor";"tipo_instrumento";"fecha_vencimiento";"situacion_instrumento";"clasificacion_riesgo";"codigo_grupo_empresarial";"cantidad_unidades";"tipo_unidades";"valor_tipo_instrumento";"codigo_valorizacion";"base_tasa";"tipo_interes";"valorizacion_cierre";"codigo_moneda_liquidacion";"codigo_pais_transaccion";"porcentaje_capital_emisor";"porcentaje_total_activos_emisor";"porcentaje_total_activos_fondo"
"8206";ACC. LATINOAMERICANA;2023-07-31;CFIBPBIM-E;"9368";"8";CL;CFI;;"1";N-2;"0000";62787.00;$$;12630.15;"3";0;NA;793009;$$;CL;0.000;0.000;19.440
"8247";ACCIONES LATAM;2023-07-31;CFMEURC18D;"8381";K;CL;CFM;;"1";NA;"0000";771.32;CU;1066.89;"3";0;NC;823;$$;CL;0.003;823.000;0.007
"8247";ACCIONES LATAM;2023-07-31;CFMEURCHCE;"8381";K;CL;CFM;;"1";NA;"0000";16111.16;CU;906.95;"3";0;NC;14612;$$;CL;0.047;146.200;0.123
"8247";ACCIONES LATAM;2023-07-31;CFMEURESGE;"9625";"3";CL;CFM;;"1";NA;"0000";3012.78;CU;716161.87;"3";0;NC;2157638;$$;CL;0.012;0.013;18.158
"8247";ACCIONES LATAM;2023-07-31;CFMEURSCLE;"8948";"6";CL;CFM;;"1";NA;"0000";2867.57;CU;751591.32;"3";0;NC;2155241;$$;CL;8.160;215.241;18.137
"8247";ACCIONES LATAM;2023-07-31;CFMZCHACCR;"8381";K;CL;CFM;;"1";NA;"0000";3917.62;CU;1116.44;"3";0;NC;4374;$$;CL;0.014;437.000;0.037
"8247";ACCIONES LATAM;2023-07-31;CFMZCHCHIW;"8381";K;CL;CFM;;"1";NA;"0000";1.12;CU;1235.27;"3";0;NC;1;$$;CL;0.000;10.000;0.000
"8247";ACCIONES LATAM;2023-07-31;CFMZCHDLCW;"8918";"4";CL;CFM;;"1";NA;"0000";1.12;CU;1350.42;"3";0;NC;2;$$;CL;20.000;20.000;0.000
"8482";LATAM;2023-07-31;AGUAS-A;"61808000";"5";CL;ACC;;"1";N-1;"0085";264554.00;$$;294.00;"3";0;NA;77779;$$;CL;0.004;0.000;5.346
"8482";LATAM;2023-07-31;COLBUN;"96505760";"9";CL;ACC;;"1";N-1;"0002";375100.00;$$;132.45;"3";0;NA;49682;$$;CL;0.002;0.003;3.415
"8482";LATAM;2023-07-31;ENELCHILE;"76536353";"5";CL;ACC;;"1";N-2;"0015";793657.00;$$;57.89;"3";0;NA;45945;$$;CL;0.001;0.000;3.158
"8482";LATAM;2023-07-31;SQM-B;"93007000";"9";CL;ACC;;"1";N-3;"0024";690.00;$$;61515.00;"3";0;NA;42445;$$;CL;0.000;0.000;2.917
"8482";LATAM;2023-07-31;VAPORES;"90160000";"7";CL;ACC;;"1";N-2;"0003";581466.00;$$;63.50;"3";0;NA;36923;$$;CL;0.001;0.003;2.538
"8537";BICE LATAM;2023-07-31;AGUAS-A;"61808000";"5";CL;ACC;;"1";N-1;"0085";94300.00;$$;294.00;"3";0;NA;27724;$$;CL;0.002;0.001;0.365
"8537";BICE LATAM;2023-07-31;ANDINA-B;"91144000";"8";CL;ACC;;"1";N-2;"0000";9616.00;$$;2305.20;"3";0;NA;22167;$$;CL;0.002;0.001;0.292
"8537";BICE LATAM;2023-07-31;CCU;"90413000";"1";CL;ACC;;"1";N-1;"0003";8472.00;$$;6956.00;"3";0;NA;58931;$$;CL;0.002;0.002;0.776
"8537";BICE LATAM;2023-07-31;CENCOSHOPP;"76433310";"1";CL;ACC;;"1";NA;"0199";11591.00;$$;1530.00;"3";0;NA;17734;$$;CL;0.001;0.000;0.234
"8537";BICE LATAM;2023-07-31;CENCOSUD;"93834000";"5";CL;ACC;;"1";N-1;"0199";28997.00;$$;1803.00;"3";0;NA;52282;$$;CL;0.001;0.000;0.689
"8537";BICE LATAM;2023-07-31;CHILE;"97004000";"5";CL;ACC;;"1";N-1;"0003";956698.00;$$;93.40;"3";0;NA;89356;$$;CL;0.001;0.000;1.177
"8537";BICE LATAM;2023-07-31;CMPC;"90222000";"3";CL;ACC;;"1";N-1;"0002";18195.00;$$;1656.00;"3";0;NA;30131;$$;CL;0.001;0.000;0.397
"8537";BICE LATAM;2023-07-31;COLBUN;"96505760";"9";CL;ACC;;"1";N-1;"0002";230132.00;$$;132.45;"3";0;NA;30481;$$;CL;0.001;0.001;0.401
"8537";BICE LATAM;2023-07-31;ECL;"88006900";"4";CL;ACC;;"1";N-2;"0085";25504.00;$$;859.00;"3";0;NA;21908;$$;CL;0.002;0.001;0.289
"8537";BICE LATAM;2023-07-31;ENTEL;"92580000";"7";CL;ACC;;"1";N-1;"0027";7941.00;$$;3372.00;"3";0;NA;26777;$$;CL;0.003;0.000;0.353
"8537";BICE LATAM;2023-07-31;FALABELLA;"90749000";"9";CL;ACC;;"1";N-1;"0073";21598.00;$$;2320.00;"3";0;NA;50107;$$;CL;0.001;0.000;0.660
"8537";BICE LATAM;2023-07-31;LTM;"89862200";"2";CL;ACC;;"1";N-4;"0000";2631579.00;$$;8.03;"3";0;NA;21132;$$;CL;0.434;0.000;0.278
"8537";BICE LATAM;2023-07-31;NORTEGRAN;"96529340";K;CL;ACC;;"1";NA;"0024";2660841.00;$$;9.09;"3";0;NA;24187;$$;CL;0.003;0.002;0.319
"8537";BICE LATAM;2023-07-31;RIPLEY;"99579730";"5";CL;ACC;;"1";N-2;"0033";123946.00;$$;182.52;"3";0;NA;22623;$$;CL;0.006;0.001;0.298
"8537";BICE LATAM;2023-07-31;SMU;"76012676";"4";CL;ACC;;"1";NA;"0197";201446.00;$$;158.50;"3";0;NA;31929;$$;CL;0.003;0.001;0.420
"8537";BICE LATAM;2023-07-31;SONDA;"83628100";"4";CL;ACC;;"1";N-2;"0138";38365.00;$$;445.81;"3";0;NA;17104;$$;CL;0.004;0.001;0.225
"8537";BICE LATAM;2023-07-31;SQM-B;"93007000";"9";CL;ACC;;"1";N-3;"0024";2501.00;$$;61515.00;"3";0;NA;153849;$$;CL;0.002;0.002;2.026
"8684";SELECCION LATAM;2023-07-31;CENCOSUD;"93834000";"5";CL;ACC;;"1";N-1;"0199";8588.00;CA;1803.00;"3";0;NA;15484;$$;CL;0.000;0.000;0.406
"8684";SELECCION LATAM;2023-07-31;CFMSURSCCS;"8685";"1";CL;CFM;;"1";NA;"0000";99244.29;CU;1033.76;"3";0;RC;102595;$$;CL;0.000;0.000;2.689
"8684";SELECCION LATAM;2023-07-31;COLBUN;"96505760";"9";CL;ACC;;"1";N-1;"0002";40458.00;CA;132.45;"3";0;NA;5359;$$;CL;0.000;0.000;0.140
"8684";SELECCION LATAM;2023-07-31;ECL;"88006900";"4";CL;ACC;;"1";N-2;"0085";4209.00;CA;859.00;"3";0;NA;3616;$$;CL;0.000;0.000;0.095
"8684";SELECCION LATAM;2023-07-31;ENELCHILE;"76536353";"5";CL;ACC;;"1";N-2;"0015";176511.00;CA;57.89;"3";0;NA;10218;$$;CL;0.000;0.000;0.268
"8684";SELECCION LATAM;2023-07-31;SQM-B;"93007000";"9";CL;ACC;;"1";N-3;"0024";1134.00;CA;61515.00;"3";0;NA;69758;$$;CL;0.000;0.001;1.828
"8705";LATINOAMERICANO;2023-07-31;CFMLVBR-LV;"9748";"9";CL;CFM;;"1";NA;"0000";233790.40;PROM;10.21;"3";0;NA;2387;PROM;CL;15.240;0.000;7.326
"8795";INDEX FUND LATAM;2023-07-31;BSANTANDER;"97036000";K;CL;ACC;;"1";N-1;"0014";4238090.00;$$;0.05;"3";0;NA;212;$$;CL;0.005;0.000;0.565
"8795";INDEX FUND LATAM;2023-07-31;CENCOSUD;"93834000";"5";CL;ACC;;"1";N-1;"0199";91811.00;$$;2.15;"3";0;NA;197;$$;CL;0.007;0.001;0.525
"8795";INDEX FUND LATAM;2023-07-31;CFMSECQFBS;"10000";"5";CL;CFM;;"1";NA;"0000";172055.05;PROM;130.95;"3";0;NA;22531;PROM;CL;77.825;73.778;60.097
"8795";INDEX FUND LATAM;2023-07-31;CHILE;"97004000";"5";CL;ACC;;"1";N-1;"0003";2920362.00;$$;0.11;"3";0;NA;321;$$;CL;0.006;0.000;0.856
"8795";INDEX FUND LATAM;2023-07-31;CMPC;"90222000";"3";CL;ACC;;"1";N-1;"0002";75066.00;$$;1.97;"3";0;NA;148;$$;CL;0.010;0.001;0.395
"8795";INDEX FUND LATAM;2023-07-31;COPEC;"90690000";"9";CL;ACC;;"1";N-1;"0001";23041.00;$$;7.64;"3";0;NA;176;$$;CL;0.026;0.001;0.469
"8795";INDEX FUND LATAM;2023-07-31;ENELAM;"94271000";"3";CL;ACC;;"1";N-2;"0015";1317562.00;$$;0.14;"3";0;NA;184;$$;CL;0.001;0.000;0.491
"8795";INDEX FUND LATAM;2023-07-31;FALABELLA;"90749000";"9";CL;ACC;;"1";N-1;"0073";49635.00;$$;2.76;"3";0;NA;137;$$;CL;0.012;0.000;0.365
"8795";INDEX FUND LATAM;2023-07-31;SQM-B;"93007000";"9";CL;ACC;;"1";N-3;"0024";9961.00;$$;74.29;"3";0;NA;740;$$;CL;0.046;0.007;1.974
"8811";LATAM ACCIONARIO;2023-07-31;CFIBCHLBCH;"7195";"1";CL;CFI;;"1";NA;"0000";43294980.91;$$;1100.24;"3";0;NA;47634870;$$;CL;98.814;87.985;98.950
